county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,
Warrick,BOON 09,U.S. House,8,REP,Mark Messmer,468,11,233,224,
Warrick,BOON 09,U.S. House,8,DEM,Erik Hurt,163,13,81,69,
Warrick,BOON 09,U.S. House,8,LIB,S. Richard Fitzlaff,9,0,2,7,
Warrick,BOON 09,State Senate,50,REP,Vaneta Becker,487,13,239,235,
Warrick,BOON 09,State Senate,50,IND,John Woodard,86,4,37,45,
Warrick,BOON 09,State House,75,REP,Stephen Ledbetter,509,13,248,248,
Warrick,BOON 09,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,502,11,249,242,
Warrick,BOON 09,Judge Superior Court No. 2,,REP,Brett Michael Roy,517,11,252,254,
Warrick,BOON 09,Clerk Of The Circuit Court,,REP,Mike Wilson,515,12,249,254,
Warrick,BOON 09,County Recorder,,REP,Patricia (Patty) Perry,514,12,254,248,
Warrick,BOON 09,County Treasurer,,REP,Tabitha Heilman,504,12,248,244,
Warrick,BOON 09,County Coroner,,REP,Alissa (Salee) Enright,510,13,247,250,
Warrick,BOON 09,County Surveyor,,REP,Dennis Witzbacher,499,12,245,242,
Warrick,BOON 09,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,466,13,229,224,
Warrick,BOON 09,County Commissioner Dist 1,,DEM,John T. Mattingly,182,11,89,82,
Warrick,BOON 09,County Commissioner Dist 3,,REP,Stacey Franz,427,13,214,200,
Warrick,BOON 09,County Commissioner Dist 3,,DEM,Trent Curtis,206,10,97,99,
Warrick,BOON 09,County Council At-Large,,REP,Ron Bacon,383,19,182,184,
Warrick,BOON 09,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,391,19,171,179,
Warrick,BOON 09,County Council At-Large,,REP,Brad Overton,399,10,187,202,
Warrick,BOON 09,County Council At-Large,,DEM,Mason Barclay,219,8,94,117,
Warrick,BOON 09,Warrick County School Board,,NP,Lynda G. Glover,180,13,85,84,
Warrick,BOON 09,Warrick County School Board,,NP,Robert (Bobby) Howard,155,3,74,78,
Warrick,BOON 09,Warrick County School Board,,NP,Brenda K. Metzger,213,9,102,102,
Warrick,BOON 09,Warrick County School Board,,NP,Tim Mosbey,315,9,154,152,
Warrick,BOON 09,Warrick County School Board,,NP,James (Jim) Post,207,6,100,107,
Warrick,BOON 09,Warrick County School Board,,NP,Andrew E. Skinner,207,4,100,103,
Warrick,BOON 09,IN Supreme Court-Rush,,,Yes,366,13,171,182,
Warrick,BOON 09,IN Supreme Court-Rush,,,No,137,6,60,71,
Warrick,BOON 09,IN Supreme Court-Massa,,,Yes,369,12,174,183,
Warrick,BOON 09,IN Supreme Court-Massa,,,No,130,7,56,67,
Warrick,BOON 09,IN Supreme Court-Molter,,,Yes,370,12,171,187,
Warrick,BOON 09,IN Supreme Court-Molter,,,No,128,6,58,64,
Warrick,BOON 09,Court of Appeals Dist 1-Foley,,,Yes,363,12,166,185,
Warrick,BOON 09,Court of Appeals Dist 1-Foley,,,No,125,5,55,65,
Warrick,BOON 09,Court of Appeals Dist 4-Pyle III,,,Yes,374,14,167,193,
Warrick,BOON 09,Court of Appeals Dist 4-Pyle III,,,No,122,5,59,58,
Warrick,BOON 10,Registered Voters,,,,700,,,,
Warrick,BOON 10,Ballots Cast,,,,520,17,303,200,
Warrick,BOON 10,Public Question-Const Amendment,,,Yes,268,9,153,106,
Warrick,BOON 10,Public Question-Const Amendment,,,No,195,4,117,74,
Warrick,BOON 10,President,,REP,Donald J. Trump,348,11,201,141,
Warrick,BOON 10,President,,DEM,Kamala D. Harris,159,5,96,52,
Warrick,BOON 10,President,,LIB,Chase Oliver,1,0,1,0,
Warrick,BOON 10,President,,WTP,Robert F. Kennedy Jr.,6,0,2,4,
Warrick,BOON 10,U.S. Senate,,REP,Jim Banks,331,7,189,135,
Warrick,BOON 10,U.S. Senate,,DEM,Valerie McCray,146,10,86,50,
Warrick,BOON 10,U.S. Senate,,LIB,Andrew Horning,11,0,2,9,
Warrick,BOON 10,Governor,,REP,Mike Braun,328,10,189,132,
Warrick,BOON 10,Governor,,DEM,Jennifer G. McCormick,157,7,96,54,
Warrick,BOON 10,Governor,,LIB,Donald Rainwater II,11,0,3,8,
Warrick,BOON 10,Attorney General,,REP,Todd Rokita,350,8,202,140,
Warrick,BOON 10,Attorney General,,DEM,Destiny Wells,150,9,87,54,
Warrick,BOON 10,U.S. House,8,REP,Mark Messmer,347,8,198,141,
Warrick,BOON 10,U.S. House,8,DEM,Erik Hurt,148,8,88,51,
Warrick,BOON 10,U.S. House,8,LIB,S. Richard Fitzlaff,6,1,2,3,
Warrick,BOON 10,State Senate,50,REP,Vaneta Becker,366,9,216,142,
Warrick,BOON 10,State Senate,50,IND,John Woodard,78,4,42,32,
Warrick,BOON 10,State House,75,REP,Stephen Ledbetter,392,10,226,156,
Warrick,BOON 10,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,390,10,223,157,
Warrick,BOON 10,Judge Superior Court No. 2,,REP,Brett Michael Roy,408,10,231,167,
Warrick,BOON 10,Clerk Of The Circuit Court,,REP,Mike Wilson,399,10,226,163,
Warrick,BOON 10,County Recorder,,REP,Patricia (Patty) Perry,391,11,220,160,
Warrick,BOON 10,County Treasurer,,REP,Tabitha Heilman,399,10,227,162,
Warrick,BOON 10,County Coroner,,REP,Alissa (Salee) Enright,403,10,230,163,
Warrick,BOON 10,County Surveyor,,REP,Dennis Witzbacher,392,10,221,161,
Warrick,BOON 10,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,352,10,202,143,
Warrick,BOON 10,County Commissioner Dist 1,,DEM,John T. Mattingly,150,10,89,51,
Warrick,BOON 10,County Commissioner Dist 3,,REP,Stacey Franz,327,10,188,132,
Warrick,BOON 10,County Commissioner Dist 3,,DEM,Trent Curtis,172,10,100,62,
Warrick,BOON 10,County Council At-Large,,REP,Ron Bacon,302,10,166,126,
Warrick,BOON 10,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,275,9,169,100,
Warrick,BOON 10,County Council At-Large,,REP,Brad Overton,294,8,178,108,
Warrick,BOON 10,County Council At-Large,,DEM,Mason Barclay,189,8,110,71,
Warrick,BOON 10,Warrick County School Board,,NP,Lynda G. Glover,163,4,93,66,
Warrick,BOON 10,Warrick County School Board,,NP,Robert (Bobby) Howard,110,1,56,53,
Warrick,BOON 10,Warrick County School Board,,NP,Brenda K. Metzger,200,8,122,70,
Warrick,BOON 10,Warrick County School Board,,NP,Tim Mosbey,232,6,145,81,
Warrick,BOON 10,Warrick County School Board,,NP,James (Jim) Post,184,5,113,66,
Warrick,BOON 10,Warrick County School Board,,NP,Andrew E. Skinner,176,6,97,73,
Warrick,BOON 10,IN Supreme Court-Rush,,,Yes,290,10,169,111,
Warrick,BOON 10,IN Supreme Court-Rush,,,No,129,4,75,50,
Warrick,BOON 10,IN Supreme Court-Massa,,,Yes,282,10,164,108,
Warrick,BOON 10,IN Supreme Court-Massa,,,No,131,4,75,52,
Warrick,BOON 10,IN Supreme Court-Molter,,,Yes,278,10,164,104,
Warrick,BOON 10,IN Supreme Court-Molter,,,No,132,4,74,54,
Warrick,BOON 10,Court of Appeals Dist 1-Foley,,,Yes,289,9,167,113,
Warrick,BOON 10,Court of Appeals Dist 1-Foley,,,No,124,3,72,49,
Warrick,BOON 10,Court of Appeals Dist 4-Pyle III,,,Yes,280,8,161,111,
Warrick,BOON 10,Court of Appeals Dist 4-Pyle III,,,No,130,4,76,50,
Warrick,BOON 11,Registered Voters,,,,682,,,,
Warrick,BOON 11,Ballots Cast,,,,486,20,318,148,
Warrick,BOON 11,Public Question-Const Amendment,,,Yes,221,8,151,62,
Warrick,BOON 11,Public Question-Const Amendment,,,No,201,4,132,65,
Warrick,BOON 11,President,,REP,Donald J. Trump,342,7,221,114,
Warrick,BOON 11,President,,DEM,Kamala D. Harris,133,13,84,24,
Warrick,BOON 11,President,,LIB,Chase Oliver,2,0,2,0,
Warrick,BOON 11,President,,WTP,Robert F. Kennedy Jr.,3,0,0,3,
Warrick,BOON 11,U.S. Senate,,REP,Jim Banks,325,7,209,109,
Warrick,BOON 11,U.S. Senate,,DEM,Valerie McCray,120,13,84,23,
Warrick,BOON 11,U.S. Senate,,LIB,Andrew Horning,9,0,5,4,
Warrick,BOON 11,Governor,,REP,Mike Braun,309,7,203,99,
Warrick,BOON 11,Governor,,DEM,Jennifer G. McCormick,133,13,89,31,
Warrick,BOON 11,Governor,,LIB,Donald Rainwater II,18,0,11,7,
Warrick,BOON 11,Attorney General,,REP,Todd Rokita,337,7,220,110,
Warrick,BOON 11,Attorney General,,DEM,Destiny Wells,133,13,90,30,
Warrick,BOON 11,U.S. House,8,REP,Mark Messmer,326,7,210,109,
Warrick,BOON 11,U.S. House,8,DEM,Erik Hurt,123,13,87,23,
Warrick,BOON 11,U.S. House,8,LIB,S. Richard Fitzlaff,10,0,2,8,
Warrick,BOON 11,State Senate,50,REP,Vaneta Becker,365,9,243,114,
Warrick,BOON 11,State Senate,50,IND,John Woodard,56,2,35,19,
Warrick,BOON 11,State House,75,REP,Stephen Ledbetter,382,10,242,130,
Warrick,BOON 11,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,381,10,247,124,
Warrick,BOON 11,Judge Superior Court No. 2,,REP,Brett Michael Roy,391,8,257,126,
Warrick,BOON 11,Clerk Of The Circuit Court,,REP,Mike Wilson,382,8,248,125,
Warrick,BOON 11,County Recorder,,REP,Patricia (Patty) Perry,383,10,247,126,
Warrick,BOON 11,County Treasurer,,REP,Tabitha Heilman,387,10,250,127,
Warrick,BOON 11,County Coroner,,REP,Alissa (Salee) Enright,393,10,250,133,
Warrick,BOON 11,County Surveyor,,REP,Dennis Witzbacher,388,9,249,130,
Warrick,BOON 11,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,338,9,218,112,
Warrick,BOON 11,County Commissioner Dist 1,,DEM,John T. Mattingly,132,12,90,30,
Warrick,BOON 11,County Commissioner Dist 3,,REP,Stacey Franz,323,8,209,106,
Warrick,BOON 11,County Commissioner Dist 3,,DEM,Trent Curtis,147,12,102,33,
Warrick,BOON 11,County Council At-Large,,REP,Ron Bacon,299,8,197,94,
Warrick,BOON 11,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,269,7,176,86,
Warrick,BOON 11,County Council At-Large,,REP,Brad Overton,295,6,195,94,
Warrick,BOON 11,County Council At-Large,,DEM,Mason Barclay,155,8,109,38,
Warrick,BOON 11,Warrick County School Board,,NP,Lynda G. Glover,164,7,111,46,
Warrick,BOON 11,Warrick County School Board,,NP,Robert (Bobby) Howard,150,4,97,49,
Warrick,BOON 11,Warrick County School Board,,NP,Brenda K. Metzger,181,10,121,50,
Warrick,BOON 11,Warrick County School Board,,NP,Tim Mosbey,244,1,154,89,
Warrick,BOON 11,Warrick County School Board,,NP,James (Jim) Post,136,5,95,36,
Warrick,BOON 11,Warrick County School Board,,NP,Andrew E. Skinner,139,5,95,38,
Warrick,BOON 11,IN Supreme Court-Rush,,,Yes,271,7,183,81,
Warrick,BOON 11,IN Supreme Court-Rush,,,No,97,4,63,30,
Warrick,BOON 11,IN Supreme Court-Massa,,,Yes,269,7,182,81,
Warrick,BOON 11,IN Supreme Court-Massa,,,No,97,5,63,29,
Warrick,BOON 11,IN Supreme Court-Molter,,,Yes,274,7,183,84,
Warrick,BOON 11,IN Supreme Court-Molter,,,No,94,4,63,27,
Warrick,BOON 11,Court of Appeals Dist 1-Foley,,,Yes,274,5,185,84,
Warrick,BOON 11,Court of Appeals Dist 1-Foley,,,No,90,4,61,25,
Warrick,BOON 11,Court of Appeals Dist 4-Pyle III,,,Yes,268,4,181,83,
Warrick,BOON 11,Court of Appeals Dist 4-Pyle III,,,No,93,5,61,27,
Warrick,BOON 12,Registered Voters,,,,1035,,,,
Warrick,BOON 12,Ballots Cast,,,,611,57,254,300,
Warrick,BOON 12,Public Question-Const Amendment,,,Yes,257,17,104,136,
Warrick,BOON 12,Public Question-Const Amendment,,,No,256,17,112,127,
Warrick,BOON 12,President,,REP,Donald J. Trump,387,22,166,187,
Warrick,BOON 12,President,,DEM,Kamala D. Harris,201,34,81,101,
Warrick,BOON 12,President,,LIB,Chase Oliver,4,0,0,4,
Warrick,BOON 12,President,,WTP,Robert F. Kennedy Jr.,5,0,0,5,
Warrick,BOON 12,President,,,Write-In,1,0,1,0,
Warrick,BOON 12,U.S. Senate,,REP,Jim Banks,361,23,152,176,
Warrick,BOON 12,U.S. Senate,,DEM,Valerie McCray,197,21,84,92,
Warrick,BOON 12,U.S. Senate,,LIB,Andrew Horning,17,1,8,8,
Warrick,BOON 12,Governor,,REP,Mike Braun,346,31,150,165,
Warrick,BOON 12,Governor,,DEM,Jennifer G. McCormick,222,25,87,110,
Warrick,BOON 12,Governor,,LIB,Donald Rainwater II,18,0,9,9,
Warrick,BOON 12,Attorney General,,REP,Todd Rokita,381,34,164,183,
Warrick,BOON 12,Attorney General,,DEM,Destiny Wells,199,21,81,97,
Warrick,BOON 12,U.S. House,8,REP,Mark Messmer,388,36,163,189,
Warrick,BOON 12,U.S. House,8,DEM,Erik Hurt,180,20,74,86,
Warrick,BOON 12,U.S. House,8,LIB,S. Richard Fitzlaff,18,0,8,10,
Warrick,BOON 12,State Senate,50,REP,Vaneta Becker,409,35,182,189,
Warrick,BOON 12,State Senate,50,IND,John Woodard,104,6,36,62,
Warrick,BOON 12,State House,75,REP,Stephen Ledbetter,462,39,198,225,
Warrick,BOON 12,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,456,38,192,228,
Warrick,BOON 12,Judge Superior Court No. 2,,REP,Brett Michael Roy,473,40,200,233,
Warrick,BOON 12,Clerk Of The Circuit Court,,REP,Mike Wilson,467,41,194,232,
Warrick,BOON 12,County Recorder,,REP,Patricia (Patty) Perry,455,38,191,226,
Warrick,BOON 12,County Treasurer,,REP,Tabitha Heilman,454,39,189,226,
Warrick,BOON 12,County Coroner,,REP,Alissa (Salee) Enright,467,38,205,224,
Warrick,BOON 12,County Surveyor,,REP,Dennis Witzbacher,449,38,190,221,
Warrick,BOON 12,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,385,38,168,181,
Warrick,BOON 12,County Commissioner Dist 1,,DEM,John T. Mattingly,194,17,77,100,
Warrick,BOON 12,County Commissioner Dist 3,,REP,Stacey Franz,358,32,162,164,
Warrick,BOON 12,County Commissioner Dist 3,,DEM,Trent Curtis,226,23,86,117,
Warrick,BOON 12,County Council At-Large,,REP,Ron Bacon,317,25,142,150,
Warrick,BOON 12,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,320,23,138,159,
Warrick,BOON 12,County Council At-Large,,REP,Brad Overton,320,20,148,152,
Warrick,BOON 12,County Council At-Large,,DEM,Mason Barclay,230,16,89,125,
Warrick,BOON 12,Warrick County School Board,,NP,Lynda G. Glover,222,22,103,96,
Warrick,BOON 12,Warrick County School Board,,NP,Robert (Bobby) Howard,145,11,57,77,
Warrick,BOON 12,Warrick County School Board,,NP,Brenda K. Metzger,266,24,112,130,
Warrick,BOON 12,Warrick County School Board,,NP,Tim Mosbey,266,11,112,143,
Warrick,BOON 12,Warrick County School Board,,NP,James (Jim) Post,152,11,62,79,
Warrick,BOON 12,Warrick County School Board,,NP,Andrew E. Skinner,150,5,74,71,
Warrick,BOON 12,IN Supreme Court-Rush,,,Yes,313,22,132,159,
Warrick,BOON 12,IN Supreme Court-Rush,,,No,159,17,71,71,
Warrick,BOON 12,IN Supreme Court-Massa,,,Yes,299,24,125,150,
Warrick,BOON 12,IN Supreme Court-Massa,,,No,162,14,72,76,
Warrick,BOON 12,IN Supreme Court-Molter,,,Yes,302,23,130,152,
Warrick,BOON 12,IN Supreme Court-Molter,,,No,166,18,68,80,
Warrick,BOON 12,Court of Appeals Dist 1-Foley,,,Yes,308,19,131,158,
Warrick,BOON 12,Court of Appeals Dist 1-Foley,,,No,150,17,64,69,
Warrick,BOON 12,Court of Appeals Dist 4-Pyle III,,,Yes,299,19,123,157,
Warrick,BOON 12,Court of Appeals Dist 4-Pyle III,,,No,158,17,69,72,
Warrick,BOON 13,Registered Voters,,,,366,,,,
Warrick,BOON 13,Ballots Cast,,,,290,9,165,116,
Warrick,BOON 13,Public Question-Const Amendment,,,Yes,147,2,85,60,
Warrick,BOON 13,Public Question-Const Amendment,,,No,108,3,64,41,
Warrick,BOON 13,President,,REP,Donald J. Trump,219,5,128,88,
Warrick,BOON 13,President,,DEM,Kamala D. Harris,64,3,33,25,
Warrick,BOON 13,President,,LIB,Chase Oliver,2,0,1,1,
Warrick,BOON 13,President,,WTP,Robert F. Kennedy Jr.,3,1,1,2,
Warrick,BOON 13,U.S. Senate,,REP,Jim Banks,205,5,124,76,
Warrick,BOON 13,U.S. Senate,,DEM,Valerie McCray,61,4,33,25,
Warrick,BOON 13,U.S. Senate,,LIB,Andrew Horning,6,0,1,4,
Warrick,BOON 13,Governor,,REP,Mike Braun,203,2,121,77,
Warrick,BOON 13,Governor,,DEM,Jennifer G. McCormick,70,4,39,27,
Warrick,BOON 13,Governor,,LIB,Donald Rainwater II,5,0,1,4,
Warrick,BOON 13,Attorney General,,REP,Todd Rokita,215,5,128,82,
Warrick,BOON 13,Attorney General,,DEM,Destiny Wells,64,3,34,27,
Warrick,BOON 13,U.S. House,8,REP,Mark Messmer,215,5,127,83,
Warrick,BOON 13,U.S. House,8,DEM,Erik Hurt,61,5,33,25,
Warrick,BOON 13,U.S. House,8,LIB,S. Richard Fitzlaff,4,0,4,0,
Warrick,BOON 13,State Senate,50,REP,Vaneta Becker,222,5,132,85,
Warrick,BOON 13,State Senate,50,IND,John Woodard,32,0,16,16,
Warrick,BOON 13,State House,75,REP,Stephen Ledbetter,234,5,137,92,
Warrick,BOON 13,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,230,5,135,91,
Warrick,BOON 13,Judge Superior Court No. 2,,REP,Brett Michael Roy,237,5,139,93,
Warrick,BOON 13,Clerk Of The Circuit Court,,REP,Mike Wilson,234,5,139,90,
Warrick,BOON 13,County Recorder,,REP,Patricia (Patty) Perry,227,5,134,88,
Warrick,BOON 13,County Treasurer,,REP,Tabitha Heilman,236,5,140,91,
Warrick,BOON 13,County Coroner,,REP,Alissa (Salee) Enright,236,5,138,93,
Warrick,BOON 13,County Surveyor,,REP,Dennis Witzbacher,234,5,140,89,
Warrick,BOON 13,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,211,5,127,81,
Warrick,BOON 13,County Commissioner Dist 1,,DEM,John T. Mattingly,71,5,37,29,
Warrick,BOON 13,County Commissioner Dist 3,,REP,Stacey Franz,212,3,126,83,
Warrick,BOON 13,County Commissioner Dist 3,,DEM,Trent Curtis,68,5,38,25,
Warrick,BOON 13,Town Clerk-Treasurer Chandler,,DEM,Brian D. Pace,19,2,9,8,
Warrick,BOON 13,Town Council At-Lg Chandler,,REP,Sandra Eller,18,5,5,11,
Warrick,BOON 13,Town Council At-Lg Chandler,,DEM,Sandra D. Elder,15,3,8,4,
Warrick,BOON 13,Town Council Dist 1 Chandler,,DEM,Chris Tords,17,3,9,5,
Warrick,BOON 13,Town Council Dist 1 Chandler,,IND,Samantha Pate,8,2,1,5,
Warrick,BOON 13,Town Council Dist 3 Chandler,,REP,Tonya Wester,18,0,5,9,
Warrick,BOON 13,Town Council Dist 3 Chandler,,IND,Brittany Daugherty,9,4,0,5,
Warrick,BOON 13,County Council At-Large,,REP,Ron Bacon,169,2,100,67,
Warrick,BOON 13,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,187,2,115,70,
Warrick,BOON 13,County Council At-Large,,REP,Brad Overton,164,1,112,51,
Warrick,BOON 13,County Council At-Large,,DEM,Mason Barclay,77,1,39,37,
Warrick,BOON 13,Warrick County School Board,,NP,Lynda G. Glover,89,2,47,39,
Warrick,BOON 13,Warrick County School Board,,NP,Robert (Bobby) Howard,80,3,50,27,
Warrick,BOON 13,Warrick County School Board,,NP,Brenda K. Metzger,96,2,53,41,
Warrick,BOON 13,Warrick County School Board,,NP,Tim Mosbey,152,2,81,69,
Warrick,BOON 13,Warrick County School Board,,NP,James (Jim) Post,84,2,51,31,
Warrick,BOON 13,Warrick County School Board,,NP,Andrew E. Skinner,89,2,50,37,
Warrick,BOON 13,IN Supreme Court-Rush,,,Yes,164,5,94,65,
Warrick,BOON 13,IN Supreme Court-Rush,,,No,53,3,28,22,
Warrick,BOON 13,IN Supreme Court-Massa,,,Yes,157,5,88,64,
Warrick,BOON 13,IN Supreme Court-Massa,,,No,56,3,29,24,
Warrick,BOON 13,IN Supreme Court-Molter,,,Yes,157,4,92,61,
Warrick,BOON 13,IN Supreme Court-Molter,,,No,56,4,26,26,
Warrick,BOON 13,Court of Appeals Dist 1-Foley,,,Yes,154,4,90,60,
Warrick,BOON 13,Court of Appeals Dist 1-Foley,,,No,56,3,26,27,
Warrick,BOON 13,Court of Appeals Dist 4-Pyle III,,,Yes,155,3,89,62,
Warrick,BOON 13,Court of Appeals Dist 4-Pyle III,,,No,54,3,26,25,
Warrick,BOON 14,Registered Voters,,,,284,,,,
Warrick,BOON 14,Ballots Cast,,,,132,4,31,97,
Warrick,BOON 14,Public Question-Const Amendment,,,Yes,62,1,11,50,
Warrick,BOON 14,Public Question-Const Amendment,,,No,54,3,15,36,
Warrick,BOON 14,President,,REP,Donald J. Trump,89,5,22,65,
Warrick,BOON 14,President,,DEM,Kamala D. Harris,43,2,9,32,
Warrick,BOON 14,U.S. Senate,,REP,Jim Banks,69,2,17,50,
Warrick,BOON 14,U.S. Senate,,DEM,Valerie McCray,41,2,7,32,
Warrick,BOON 14,U.S. Senate,,LIB,Andrew Horning,8,0,8,0,
Warrick,BOON 14,Governor,,REP,Mike Braun,67,2,15,50,
Warrick,BOON 14,Governor,,DEM,Jennifer G. McCormick,43,2,10,31,
Warrick,BOON 14,Governor,,LIB,Donald Rainwater II,11,0,4,7,
Warrick,BOON 14,Attorney General,,REP,Todd Rokita,79,2,20,57,
Warrick,BOON 14,Attorney General,,DEM,Destiny Wells,44,2,8,34,
Warrick,BOON 14,U.S. House,8,REP,Mark Messmer,83,2,18,63,
Warrick,BOON 14,U.S. House,8,DEM,Erik Hurt,41,2,8,31,
Warrick,BOON 14,U.S. House,8,LIB,S. Richard Fitzlaff,4,0,4,0,
Warrick,BOON 14,State Senate,50,REP,Vaneta Becker,78,0,17,59,
Warrick,BOON 14,State Senate,50,IND,John Woodard,32,1,10,21,
Warrick,BOON 14,State House,75,REP,Stephen Ledbetter,95,0,23,69,
Warrick,BOON 14,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,95,0,24,68,
Warrick,BOON 14,Judge Superior Court No. 2,,REP,Brett Michael Roy,101,3,23,75,
Warrick,BOON 14,Clerk Of The Circuit Court,,REP,Mike Wilson,97,0,24,70,
Warrick,BOON 14,County Recorder,,REP,Patricia (Patty) Perry,97,3,23,71,
Warrick,BOON 14,County Treasurer,,REP,Tabitha Heilman,95,0,23,69,
Warrick,BOON 14,County Coroner,,REP,Alissa (Salee) Enright,95,3,23,69,
Warrick,BOON 14,County Surveyor,,REP,Dennis Witzbacher,95,3,23,69,
Warrick,BOON 14,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,77,2,19,56,
Warrick,BOON 14,County Commissioner Dist 1,,DEM,John T. Mattingly,48,2,10,36,
Warrick,BOON 14,County Commissioner Dist 3,,REP,Stacey Franz,78,2,19,57,
Warrick,BOON 14,County Commissioner Dist 3,,DEM,Trent Curtis,47,2,9,36,
Warrick,BOON 14,Town Clerk-Treasurer Chandler,,DEM,Brian D. Pace,81,2,23,56,
Warrick,BOON 14,Town Council At-Lg Chandler,,REP,Sandra Eller,73,2,19,52,
Warrick,BOON 14,Town Council At-Lg Chandler,,DEM,Sandra D. Elder,46,2,8,36,
Warrick,BOON 14,Town Council Dist 1 Chandler,,DEM,Chris Tords,60,2,14,44,
Warrick,BOON 14,Town Council Dist 1 Chandler,,IND,Samantha Pate,39,0,8,31,
Warrick,BOON 14,Town Council Dist 3 Chandler,,REP,Tonya Wester,61,0,12,46,
Warrick,BOON 14,Town Council Dist 3 Chandler,,IND,Brittany Daugherty,53,1,16,36,
Warrick,BOON 14,County Council At-Large,,REP,Ron Bacon,79,2,19,58,
Warrick,BOON 14,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,63,2,19,44,
Warrick,BOON 14,County Council At-Large,,REP,Brad Overton,69,2,19,48,
Warrick,BOON 14,County Council At-Large,,DEM,Mason Barclay,44,1,11,32,
Warrick,BOON 14,Warrick County School Board,,NP,Lynda G. Glover,43,0,8,35,
Warrick,BOON 14,Warrick County School Board,,NP,Robert (Bobby) Howard,32,0,13,19,
Warrick,BOON 14,Warrick County School Board,,NP,Brenda K. Metzger,46,0,8,38,
Warrick,BOON 14,Warrick County School Board,,NP,Tim Mosbey,61,0,16,45,
Warrick,BOON 14,Warrick County School Board,,NP,James (Jim) Post,34,0,9,25,
Warrick,BOON 14,Warrick County School Board,,NP,Andrew E. Skinner,39,1,14,24,
Warrick,BOON 14,IN Supreme Court-Rush,,,Yes,71,0,16,53,
Warrick,BOON 14,IN Supreme Court-Rush,,,No,32,0,8,24,
Warrick,BOON 14,IN Supreme Court-Massa,,,Yes,70,1,18,51,
Warrick,BOON 14,IN Supreme Court-Massa,,,No,29,1,6,22,
Warrick,BOON 14,IN Supreme Court-Molter,,,Yes,71,1,18,52,
Warrick,BOON 14,IN Supreme Court-Molter,,,No,30,1,7,22,
Warrick,BOON 14,Court of Appeals Dist 1-Foley,,,Yes,78,1,18,59,
