candidate,office,district,party,county,precinct,registered_voters,machine_votes,absentee_votes,provisional_votes
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 4,421,43,12,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 4,421,40,9,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 4,421,32,8,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 4,421,53,16,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 4,421,46,14,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 4,421,43,14,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 4,421,55,21,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 4,421,105,27,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 4,421,39,15,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 4,421,104,29,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 4,421,40,13,0
Yes,Public Question,,,Warrick,Ohio 12,1086,222,117,0
No,Public Question,,,Warrick,Ohio 12,1086,76,41,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 12,1086,241,105,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 12,1086,119,100,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 12,1086,15,4,0
Write-In,U.S. Senate,,,Warrick,Ohio 12,1086,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 12,1086,242,107,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 12,1086,115,97,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 12,1086,14,1,0
Write-In,Secretary of State,,,Warrick,Ohio 12,1086,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 12,1086,246,106,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 12,1086,113,99,0
John Schick,Auditor of State,,L,Warrick,Ohio 12,1086,13,1,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 12,1086,258,112,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 12,1086,112,95,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 12,1086,254,114,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 12,1086,120,94,0
Write-In,U.S. House,8,,Warrick,Ohio 12,1086,0,0,0
Ron Bacon,State House,75,R,Warrick,Ohio 12,1086,244,112,0
John Hurley,State House,75,D,Warrick,Ohio 12,1086,129,95,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 12,1086,307,142,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 12,1086,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 12,1086,311,143,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 12,1086,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 12,1086,308,140,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 12,1086,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 12,1086,260,111,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 12,1086,107,92,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 12,1086,313,137,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 12,1086,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 12,1086,309,137,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 12,1086,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 12,1086,249,106,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 12,1086,122,100,0
Richard A. Reid,County Council,2,R,Warrick,Ohio 12,1086,253,105,0
Christopher Weyer,County Council,2,D,Warrick,Ohio 12,1086,116,98,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 12,1086,261,118,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 12,1086,110,84,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 12,1086,224,93,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 12,1086,204,85,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 12,1086,211,84,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 12,1086,82,74,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 12,1086,99,72,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 12,1086,98,79,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 12,1086,120,54,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 12,1086,132,67,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 12,1086,142,73,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 12,1086,79,47,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 12,1086,141,30,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 12,1086,59,30,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 12,1086,87,58,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 12,1086,143,29,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 12,1086,91,43,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 12,1086,113,78,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 12,1086,219,105,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 12,1086,78,52,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 12,1086,215,108,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 12,1086,76,49,0
Yes,Public Question,,,Warrick,Ohio 6,340,82,25,0
No,Public Question,,,Warrick,Ohio 6,340,35,9,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 6,340,77,36,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 6,340,57,10,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 6,340,4,1,0
Write-In,U.S. Senate,,,Warrick,Ohio 6,340,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 6,340,88,36,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 6,340,45,8,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 6,340,4,0,0
Write-In,Secretary of State,,,Warrick,Ohio 6,340,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 6,340,91,34,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 6,340,45,9,0
John Schick,Auditor of State,,L,Warrick,Ohio 6,340,2,2,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 6,340,92,38,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 6,340,45,8,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 6,340,93,40,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 6,340,43,7,0
Write-In,U.S. House,8,,Warrick,Ohio 6,340,0,0,0
Ron Bacon,State House,75,R,Warrick,Ohio 6,340,94,39,0
John Hurley,State House,75,D,Warrick,Ohio 6,340,44,8,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 6,340,112,40,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 6,340,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 6,340,112,41,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 6,340,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 6,340,111,38,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 6,340,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 6,340,88,37,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 6,340,50,8,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 6,340,117,37,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 6,340,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 6,340,115,39,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 6,340,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 6,340,92,40,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 6,340,45,7,0
Richard A. Reid,County Council,2,R,Warrick,Ohio 6,340,85,38,0
Christopher Weyer,County Council,2,D,Warrick,Ohio 6,340,50,8,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 6,340,96,39,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 6,340,41,7,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 6,340,72,30,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 6,340,68,28,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 6,340,71,33,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 6,340,37,5,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 6,340,43,5,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 6,340,43,6,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 6,340,59,17,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 6,340,59,11,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 6,340,59,8,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 6,340,38,13,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 6,340,24,8,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 6,340,26,8,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 6,340,36,10,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 6,340,29,5,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 6,340,48,12,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 6,340,61,13,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 6,340,81,30,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 6,340,29,3,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 6,340,85,27,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 6,340,23,3,0
Yes,Public Question,,,Warrick,Boon 9,851,214,60,0
No,Public Question,,,Warrick,Boon 9,851,105,24,0
Mike Braun,U.S. Senate,,R,Warrick,Boon 9,851,235,58,0
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 9,851,134,52,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Boon 9,851,9,6,0
Write-In,U.S. Senate,,,Warrick,Boon 9,851,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 9,851,236,64,0
Jim Harper,Secretary of State,,D,Warrick,Boon 9,851,123,50,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 9,851,10,1,0
Write-In,Secretary of State,,,Warrick,Boon 9,851,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 9,851,242,66,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 9,851,115,49,0
John Schick,Auditor of State,,L,Warrick,Boon 9,851,8,0,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 9,851,261,66,0
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 9,851,109,49,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Boon 9,851,258,67,0
William Tanoos,U.S. House,8,D,Warrick,Boon 9,851,118,48,0
Write-In,U.S. House,8,,Warrick,Boon 9,851,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 9,851,299,76,0
No Candidate Filed,State Senate,48,D,Warrick,Boon 9,851,0,0,0
Ron Bacon,State House,75,R,Warrick,Boon 9,851,233,72,0
John Hurley,State House,75,D,Warrick,Boon 9,851,140,44,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Boon 9,851,300,84,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Boon 9,851,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Boon 9,851,297,83,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Boon 9,851,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Boon 9,851,298,79,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Boon 9,851,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Boon 9,851,241,67,0
Chelsea Ballis,County Auditor,,D,Warrick,Boon 9,851,130,47,0
Michael Wilder,County Sheriff,,R,Warrick,Boon 9,851,309,84,0
No Candidate Filed,County Sheriff,,D,Warrick,Boon 9,851,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Boon 9,851,298,80,0
No Candidate Filed,County Assessor,,D,Warrick,Boon 9,851,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Boon 9,851,227,70,0
Mark Warren,Co Commissioner,2,D,Warrick,Boon 9,851,146,46,0
David P. Hachmeister,County Council,4,R,Warrick,Boon 9,851,259,76,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Boon 9,851,112,39,0
"Deborah ""Debbie"" Barnett",Boon Twp Trustee,,R,Warrick,Boon 9,851,219,61,0
Jerry Abshire,Boon Twp Trustee,,D,Warrick,Boon 9,851,149,55,0
Michael Greer,Boon Twp Advisory Board,,R,Warrick,Boon 9,851,230,55,0
John N. Lashley,Boon Twp Advisory Board,,R,Warrick,Boon 9,851,205,60,0
Shelia Crock,Boon Twp Advisory Board,,D,Warrick,Boon 9,851,153,43,0
Cheyenne Phillips,Boon Twp Advisory Board,,D,Warrick,Boon 9,851,187,48,0
Cindy Warren,Boon Twp Advisory Board,,D,Warrick,Boon 9,851,149,52,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Boon 9,851,167,53,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Boon 9,851,179,44,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Boon 9,851,96,27,0
Tabitha Heilman,School Board Member,,NP,Warrick,Boon 9,851,74,24,0
Elissa Jones,School Board Member,,NP,Warrick,Boon 9,851,67,19,0
Rick Dean Madden,School Board Member,,NP,Warrick,Boon 9,851,129,46,0
Candace S. Nance,School Board Member,,NP,Warrick,Boon 9,851,104,29,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Boon 9,851,62,18,0
Thomas L. Welch,School Board Member,,NP,Warrick,Boon 9,851,143,38,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Boon 9,851,189,48,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 9,851,220,61,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 9,851,100,23,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 9,851,219,65,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 9,851,96,20,0
Yes,Public Question,,,Warrick,Boon 8,581,135,38,0
No,Public Question,,,Warrick,Boon 8,581,84,12,0
Mike Braun,U.S. Senate,,R,Warrick,Boon 8,581,154,37,0
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 8,581,112,30,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Boon 8,581,12,1,0
Write-In,U.S. Senate,,,Warrick,Boon 8,581,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 8,581,165,37,0
Jim Harper,Secretary of State,,D,Warrick,Boon 8,581,94,27,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 8,581,10,1,0
Write-In,Secretary of State,,,Warrick,Boon 8,581,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 8,581,160,38,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 8,581,94,25,0
John Schick,Auditor of State,,L,Warrick,Boon 8,581,9,2,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 8,581,178,38,0
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 8,581,90,28,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Boon 8,581,178,39,0
William Tanoos,U.S. House,8,D,Warrick,Boon 8,581,96,29,0
Write-In,U.S. House,8,,Warrick,Boon 8,581,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 8,581,201,46,0
No Candidate Filed,State Senate,48,D,Warrick,Boon 8,581,0,0,0
Ron Bacon,State House,75,R,Warrick,Boon 8,581,177,31,0
John Hurley,State House,75,D,Warrick,Boon 8,581,100,35,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Boon 8,581,209,52,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Boon 8,581,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Boon 8,581,201,51,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Boon 8,581,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Boon 8,581,199,51,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Boon 8,581,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Boon 8,581,157,35,0
Chelsea Ballis,County Auditor,,D,Warrick,Boon 8,581,110,32,0
Michael Wilder,County Sheriff,,R,Warrick,Boon 8,581,214,55,0
No Candidate Filed,County Sheriff,,D,Warrick,Boon 8,581,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Boon 8,581,200,49,0
No Candidate Filed,County Assessor,,D,Warrick,Boon 8,581,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Boon 8,581,170,40,0
Mark Warren,Co Commissioner,2,D,Warrick,Boon 8,581,99,28,0
David P. Hachmeister,County Council,4,R,Warrick,Boon 8,581,177,47,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Boon 8,581,96,21,0
"Deborah ""Debbie"" Barnett",Boon Twp Trustee,,R,Warrick,Boon 8,581,156,32,0
Jerry Abshire,Boon Twp Trustee,,D,Warrick,Boon 8,581,114,35,0
Michael Greer,Boon Twp Advisory Board,,R,Warrick,Boon 8,581,153,32,0
John N. Lashley,Boon Twp Advisory Board,,R,Warrick,Boon 8,581,130,34,0
Shelia Crock,Boon Twp Advisory Board,,D,Warrick,Boon 8,581,107,23,0
Cheyenne Phillips,Boon Twp Advisory Board,,D,Warrick,Boon 8,581,140,35,0
Cindy Warren,Boon Twp Advisory Board,,D,Warrick,Boon 8,581,101,26,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Boon 8,581,136,31,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Boon 8,581,133,23,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Boon 8,581,64,13,0
Tabitha Heilman,School Board Member,,NP,Warrick,Boon 8,581,56,10,0
Elissa Jones,School Board Member,,NP,Warrick,Boon 8,581,43,4,0
Rick Dean Madden,School Board Member,,NP,Warrick,Boon 8,581,105,20,0
Candace S. Nance,School Board Member,,NP,Warrick,Boon 8,581,68,10,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Boon 8,581,31,12,0
Thomas L. Welch,School Board Member,,NP,Warrick,Boon 8,581,90,27,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Boon 8,581,131,33,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 8,581,157,32,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 8,581,64,14,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 8,581,148,33,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 8,581,71,14,0
Yes,Public Question,,,Warrick,Skelton 1,433,102,18,0
No,Public Question,,,Warrick,Skelton 1,433,57,10,0
Mike Braun,U.S. Senate,,R,Warrick,Skelton 1,433,125,23,0
Joe Donnelly,U.S. Senate,,D,Warrick,Skelton 1,433,59,14,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Skelton 1,433,12,1,0
Write-In,U.S. Senate,,,Warrick,Skelton 1,433,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Skelton 1,433,129,26,0
Jim Harper,Secretary of State,,D,Warrick,Skelton 1,433,49,13,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Skelton 1,433,11,0,0
Write-In,Secretary of State,,,Warrick,Skelton 1,433,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Skelton 1,433,118,23,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Skelton 1,433,56,12,0
John Schick,Auditor of State,,L,Warrick,Skelton 1,433,12,1,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Skelton 1,433,136,23,0
John C. Aguilera,Treasurer of State,,D,Warrick,Skelton 1,433,51,13,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Skelton 1,433,137,24,0
William Tanoos,U.S. House,8,D,Warrick,Skelton 1,433,52,14,0
Write-In,U.S. House,8,,Warrick,Skelton 1,433,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Skelton 1,433,153,26,0
No Candidate Filed,State Senate,48,D,Warrick,Skelton 1,433,0,0,0
Ron Bacon,State House,75,R,Warrick,Skelton 1,433,139,25,0
John Hurley,State House,75,D,Warrick,Skelton 1,433,56,14,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Skelton 1,433,159,30,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Skelton 1,433,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Skelton 1,433,153,30,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Skelton 1,433,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Skelton 1,433,149,29,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Skelton 1,433,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Skelton 1,433,124,26,0
Chelsea Ballis,County Auditor,,D,Warrick,Skelton 1,433,65,13,0
Michael Wilder,County Sheriff,,R,Warrick,Skelton 1,433,159,28,0
No Candidate Filed,County Sheriff,,D,Warrick,Skelton 1,433,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Skelton 1,433,150,28,0
No Candidate Filed,County Assessor,,D,Warrick,Skelton 1,433,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Skelton 1,433,126,26,0
Mark Warren,Co Commissioner,2,D,Warrick,Skelton 1,433,67,12,0
David P. Hachmeister,County Council,4,R,Warrick,Skelton 1,433,139,26,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Skelton 1,433,54,13,0
No Candidate Filed,Skelton Twp Trustee,,R,Warrick,Skelton 1,433,0,0,0
Tim Seiler,Skelton Twp Trustee,,D,Warrick,Skelton 1,433,126,17,0
Tyler Heilman,Skelton Twp Advisory Board,,R,Warrick,Skelton 1,433,132,21,0
Jon Jenkins,Skelton Twp Advisory Board,,R,Warrick,Skelton 1,433,104,15,0
Donna Mccutchan,Skelton Twp Advisory Board,,D,Warrick,Skelton 1,433,110,20,0
No Candidate Filed,Clerk-Treasurer Tennyson,,R,Warrick,Skelton 1,433,0,0,0
Sarah Adams,Clerk-Treasurer Tennyson,,D,Warrick,Skelton 1,433,50,9,0
No Candidate Filed,Town Council Dist 1 Tennyson,,R,Warrick,Skelton 1,433,0,0,0
Cathy Oser,Town Council Dist 1 Tennyson,,D,Warrick,Skelton 1,433,47,13,0
No Candidate Filed,Town Council Dist 2 Tennyson,,R,Warrick,Skelton 1,433,0,0,0
Steve Bruce,Town Council Dist 2 Tennyson,,D,Warrick,Skelton 1,433,53,9,0
Angie Hunt,Town Council Dist 3 Tennyson,,R,Warrick,Skelton 1,433,45,15,0
Auburn Wade,Town Council Dist 3 Tennyson,,D,Warrick,Skelton 1,433,18,3,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Skelton 1,433,83,14,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Skelton 1,433,82,14,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Skelton 1,433,31,8,0
Tabitha Heilman,School Board Member,,NP,Warrick,Skelton 1,433,82,13,0
Elissa Jones,School Board Member,,NP,Warrick,Skelton 1,433,49,9,0
Rick Dean Madden,School Board Member,,NP,Warrick,Skelton 1,433,60,7,0
Candace S. Nance,School Board Member,,NP,Warrick,Skelton 1,433,54,11,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Skelton 1,433,33,2,0
Thomas L. Welch,School Board Member,,NP,Warrick,Skelton 1,433,60,13,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Skelton 1,433,86,18,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Skelton 1,433,101,18,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Skelton 1,433,63,9,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Skelton 1,433,110,18,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Skelton 1,433,50,9,0
Yes,Public Question,,,Warrick,Ohio 7,745,140,34,0
No,Public Question,,,Warrick,Ohio 7,745,64,15,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 7,745,146,40,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 7,745,110,27,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 7,745,13,0,0
Write-In,U.S. Senate,,,Warrick,Ohio 7,745,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 7,745,146,40,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 7,745,110,25,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 7,745,12,1,0
Write-In,Secretary of State,,,Warrick,Ohio 7,745,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 7,745,147,40,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 7,745,109,25,0
John Schick,Auditor of State,,L,Warrick,Ohio 7,745,11,1,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 7,745,158,41,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 7,745,111,25,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 7,745,158,41,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 7,745,109,24,0
Write-In,U.S. House,8,,Warrick,Ohio 7,745,1,0,0
Ron Bacon,State House,75,R,Warrick,Ohio 7,745,160,39,0
John Hurley,State House,75,D,Warrick,Ohio 7,745,110,27,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 7,745,203,49,0
